"C","824-A1","2","0500","AMT","01","","","","","2","0500","5"
"E","824-A1","2","0500","AMT","01","","","522","1","2","0500","2"
"E","824-A1","2","0500","AMT","01","","","522","2","2","0500","2"
"E","824-A1","2","0500","AMT","01","","","522","5","2","0500","2"
"E","824-A1","2","0500","AMT","01","","","522","3V","2","0500","2"
"E","824-A1","2","0500","AMT","01","","","522","3Y","2","0500","2"
"E","824-A1","2","0500","AMT","01","","","522","4Y","2","0500","2"
"E","824-A1","2","0500","AMT","01","","","522","8V","2","0500","2"
"E","824-A1","2","0500","AMT","01","","","522","8Y","2","0500","2"
"E","824-A1","2","0500","AMT","01","","","522","A8","2","0500","2"
"E","824-A1","2","0500","AMT","01","","","522","AA","2","0500","2"
"E","824-A1","2","0500","AMT","01","","","522","AAE","2","0500","2"
"E","824-A1","2","0500","AMT","01","","","522","AU","2","0500","2"
